Song,Lyrics
Let Me Move You,'Cause I've never known myself this good 'til now
Let Me Move You,And I hope you know this change in me's forever
Let Me Move You,Forever
Let Me Move You,Had to let go of everything that I'd known
Let Me Move You,Before-ore-ore 
Let Me Move You,"One, two, three, come with me"
Let Me Move You,We can work it differently
Let Me Move You,"One, two, three, and dance with me tonight "
Let Me Move You,"And, baby, all our dreams are comin' true"
Let Me Move You,"And, baby, I can feel you feel it too"
Let Me Move You,So just let me move you 
Let Me Move You,"One, two, three, yeah, come with me"
Let Me Move You,We can work it differently
Let Me Move You,"Said one, two, three, and dance with me tonight "
Let Me Move You,"And, baby, all our dreams are comin' true"
Let Me Move You,"And, baby, I can feel you feel it too"
Let Me Move You,"So just let me move you, let me move you"
Shadows,We all got nightmares in our dreams
Shadows,We look for someone to believe in us
Shadows,"And show us the way, and make it okay"
Shadows,The world can be dangerous
Shadows,There's something so rare in your veins
Shadows,Not a single thing I would change
Shadows,"And oh, if you only knew how I see you"
Shadows,"Would you come alive again, 'live again?"
Shadows,"I, I"
Shadows,I need you to understand
Shadows,I don't mind your shadows
Shadows,'Cause they disappear in the light
Shadows,I don't mind your shadows
Shadows,'Cause they look a lot like mine
Shadows,"And listen to me, it's okay to be afraid"
Shadows,Just walk like you're never alone
Shadows,I don't mind your shadows
Shadows,"Your shadows, baby, I don't"
Shadows,Pictures in our head
Shadows,"Of what we're supposed to be, measuring ourselves"
Shadows,But where is the love? Where is the love?
Shadows,"The world got us wonderin', wonderin'"
Shadows,"I, I"
Shadows,I need you to understand
Shadows,That I don't mind your shadows
Shadows,'Cause they disappear in the light
Shadows,And I don't mind your shadows
Shadows,'Cause they look a lot like mine
Shadows,"And listen to me, it's okay to be afraid"
Shadows,Just walk like you're never alone
Shadows,And I don't mind your shadows
Shadows,"Your shadows, baby, I don't"
Shadows,And all these voices in our head
Shadows,"Well, they keep screamin' louder and louder"
Shadows,But they won't pull us under
Shadows,"And baby, I don't mind your shadows"
Shadows,'Cause they disappear in the light
Shadows,And I don't mind your shadows
Shadows,'Cause they look a lot like mine
Shadows,"And listen to me, it's okay to be afraid"
Shadows,Just walk like you're never alone
Shadows,And I don't mind your shadows
Shadows,"Your shadows, baby, I don't"
Tell Em,Aw sh
Tell Em,it
Tell Em,"Got me in my feelings, mmm"
Tell Em,What the hell you doing to me?
Tell Em,I can't help what I'm feeling
Tell Em,"Yeah, 'cause I'm fallin' down like a summer rain"
Tell Em,"People askin' what we doin', I don't say a thing"
Tell Em,Can we keep it to ourselves like if it's all the same?
Tell Em,'Cause if they know what we know
Tell Em,That's when everything's gonna change
Tell Em,Should we tell 'em? Mmm
Tell Em,"It might be too much for them, they might get jealous, hey"
Tell Em,"The way that you're lifting me up, feel like heaven, oh"
Tell Em,"I know they can see it, I know they can tell it"
Tell Em,So we ain't gotta tell 'em 
Tell Em,We ain't gotta tell
Tell Em,"Tell 'em nothing, no, tell 'em, tell 'em, no "
Tell Em,"Tell 'em nothing, no, we tell 'em, tell 'em nothing "
Tell Em,"We ain't gotta tell 'em, tell "
Tell Em,Ain't no reason why we need to tell nobody
Tell Em,We don't gotta give it any labels
Tell Em,Cards already on the table
Tell Em,And we don't need opinions in our head space
Tell Em,You and me already in a good place
Tell Em,"Like whoa, stay, let's keep it this way"
Tell Em,"People askin' what we doin', I don't say a thing, no"
Tell Em,Can we keep it to ourselves like if it's all the same?
Tell Em,'Cause if they know what we know
Tell Em,That's when everything's gonna change
Tell Em,Should we tell 'em? Mmm
Tell Em,"It might be too much for them, they might get jealous, hey"
Tell Em,"The way that you're lifting me up, feel like heaven, oh"
Tell Em,"I know they can see it, I know they can tell it"
Tell Em,So we ain't gotta tell 'em 
Tell Em,We ain't gotta tell 'em
Tell Em,"No, tell 'em, tell 'em, no "
Tell Em,"Tell, tell 'em nothing, no, we tell 'em, tell 'em nothing "
Tell Em,"We ain't gotta tell 'em, tell "
Tell Em,You could be my dirty little secret
Tell Em,And you could be my everything I'm needing
Tell Em,And you could be my dirty little secret 
Tell Em,Nobody has to know 
Tell Em,We ain't gotta tell 'em
Tell Em,"No, babe, tell 'em, tell 'em, tell 'em, no "
Tell Em,"Tell 'em nothing, no, we tell 'em, tell 'em nothing "
Tell Em,"We ain't gotta tell 'em nothing, babe"
Tell Em,"We ain't gotta tell 'em, baby, no "
Tell Em,We ain't gotta tell nothin' to no one
Tell Em,We ain't gotta tell nothin' to no one
Tell Em,We ain't gotta tell
Tell Em,"Tell 'em nothing, no, tell 'em, tell 'em, no "
Tell Em,"You know, you know"
Tell Em,"Tell 'em nothing, no, we tell 'em, tell 'em nothing "
Tell Em,"We ain't gotta tell 'em, tell "
Tell Em,"Ain't got to tell, we ain't got to tell them nothing"
Tell Em,"Ain't got to tell, we ain't got to tell them nothing"
Tell Em,"Ain't got to tell, we ain't got to tell them nothing"
Tell Em,"Ain't got to tell, we ain't got to tell them nothing"
Tell Em,"Ain't got to tell, we ain't got to tell them nothing"
Tell Em,"Ain't got to tell, we ain't got to tell them nothing"
Tell Em,"Ain't got to tell, we ain't got to tell them nothing"
Tell Em,"Ain't got to tell, we ain't got to tell them nothing"
Tell Em,"Ain't got to tell 'em nothing, ain't got to tell"
Tell Em,"We ain't got to tell 'em nothing, ain't got to tell"
Tell Em,"We ain't got to tell 'em nothing, ain't got to tell"
Tell Em,We ain't got to tell 'em nothing
Honeymoon Fades,"I hope we stay the same, hey"
Honeymoon Fades,Honeymoon
Honeymoon Fades,"Unexpected, this thing that we fell into"
Honeymoon Fades,"Like, so connected"
Honeymoon Fades,You came at a time when my heart was selective
Honeymoon Fades,"Didn't have to choose, my love was accepted, yeah"
Honeymoon Fades,Now I'm learning you like 101
Honeymoon Fades,You were sent to me like a one of one
Honeymoon Fades,"And now we're going hard, just one on one"
Honeymoon Fades,Nobody else
Honeymoon Fades,I hope we never change
Honeymoon Fades,I hope we stay the same
Honeymoon Fades,I hope that we can love through the pain
Honeymoon Fades,After the honeymoon fades
Honeymoon Fades,I hope we never change
Honeymoon Fades,I hope we stay the same
Honeymoon Fades,I hope we can love through the pain
Honeymoon Fades,After the honeymoon fades
Honeymoon Fades,"After the honeymoon fades, yeah"
Honeymoon Fades,"Now remember when we met, we was all in each other's bed"
Honeymoon Fades,And we were spending every second we had
Honeymoon Fades,"And now that it's official, it's hittin' a little different"
Honeymoon Fades,"What the hell we gonna do with these bags? No, yeah"
Honeymoon Fades,And now I'm learning you like 101
Honeymoon Fades,You were sent to me like a one of one
Honeymoon Fades,"And now we're going hard, just one on one"
Honeymoon Fades,Nobody else
Honeymoon Fades,I hope we never change
Honeymoon Fades,I hope we stay the same
Honeymoon Fades,I hope that we can love through the pain
Honeymoon Fades,After the honeymoon fades
Honeymoon Fades,I hope we never change
Honeymoon Fades,I hope we stay the same
Honeymoon Fades,I hope we can love through the pain
Honeymoon Fades,After the honeymoon fades 
Honeymoon Fades,After the honeymoon fades
Honeymoon Fades,"And I hope it tastes the same, mmm"
Honeymoon Fades,Even if it's bittersweet
Honeymoon Fades,Honeymoon fading with you 
Honeymoon Fades,Honeymoon fading with you 
Honeymoon Fades,Honeymoon fading with you 
Honeymoon Fades,"Honeymoon fading, fading"
Honeymoon Fades,"Oh, oh, oh, oh, oh, oh, oh"
Honeymoon Fades,"Oh, oh, oh, oh, oh, oh"
Honeymoon Fades,"Oh, oh, oh"
Mona Lisa,"Keep it casual, don't have to tippy-toe"
Mona Lisa,"Take your cares off, just stay a couple more"
Mona Lisa,"You don't have to be, don't have to be a stranger"
Mona Lisa,Go and get a little closer
Mona Lisa,"Playing mind games, we don't do that here"
Mona Lisa,So put your bid in before I disappear
Mona Lisa,"You don't have to be, don't have to be a stranger"
Mona Lisa,Come and get a little closer
Mona Lisa,Ain't gotta hesitate
Mona Lisa,Ain't gotta make me wait
Mona Lisa,"Oh, baby, won't you stay?"
Mona Lisa,"Yeah, yeah"
Mona Lisa,"Both of my eyes, they've been fixing on you"
Mona Lisa,"Wasting your time, should be making that move"
Mona Lisa,"Come and say hi, I've been dying to meet ya"
Mona Lisa,Don't leave me hanging like the Mona Lisa
Mona Lisa,"What's on my mind, I've been thinking maybe"
Mona Lisa,I could be yours by the time that we leave
Mona Lisa,"Come and say hi, I've been dying to meet ya"
Mona Lisa,"Don't leave me hanging like the Mona Lisa, oh"
Mona Lisa,"I know your type, what's with the timid behavior?"
Mona Lisa,You let this ooh-la-la-la intimidate ya
Mona Lisa,"Don't you make me, don't you make me leave on my own"
Mona Lisa,"I'm already ready, come on"
Mona Lisa,Ain't gotta hesitate
Mona Lisa,Ain't gotta make me wait
Mona Lisa,"Oh, baby, won't you stay?"
Mona Lisa,"Yeah, yeah"
Mona Lisa,"Both of my eyes, they've been fixing on you"
Mona Lisa,"Wasting your time, should be making that move"
Mona Lisa,"Come and say hi, I've been dying to meet ya"
Mona Lisa,Don't leave me hanging like the Mona Lisa
Mona Lisa,"What's on my mind, I've been thinking maybe"
Mona Lisa,I could be yours by the time that we leave
Mona Lisa,"Come and say hi, I've been dying to meet ya"
Mona Lisa,"Don't leave me hanging like the Mona Lisa, oh"
Prfct,"Eh, eh, eh, eh"
Prfct,"Oh, oh, oh, oh"
Prfct,"Eh, eh, eh, eh"
Prfct,Oh no
Prfct,"You can get real close, talkin', you talkin' now"
Prfct,"Underneath our clothes, pretend that we know it all"
Prfct,Shut off the lights just to hide in the dark
Prfct," Dark,  dark"
Prfct,Think that I know you the farther you are
Prfct, No
Prfct,"Like A-B-C-D, that could work so perfectly"
Prfct,If perfect was the kind of thing that worked for me
Prfct,"But I wanna feel nervous, just a little bit off the edge"
Prfct,Even if I know that I will end up in a mess
Prfct,"Like eh, eh, eh, eh, eh, it won't be perfect"
Prfct,"But I know, oh, oh, oh, oh, it could be worth it"
Prfct,"And for all of the nights I left tears running down my face, messing up my mascara"
Prfct,"It's not perfect, eh, eh, eh, but maybe that's what we need"
Prfct,See right through the fiction and all of this fakery
Prfct,"Just give me some friction, let me see what nobody sees"
Prfct,You don't think that I can handle the truth
Prfct,"Baby, I'm over just playing it cool, no"
Prfct,"Like A-B-C-D, that could work so perfectly"
Prfct,If perfect was the kind of thing that worked for me
Prfct,"But I wanna feel nervous, just a little bit off the edge"
Prfct,Even if I know that I will end up in a mess
Prfct,"Like eh, eh, eh, eh, eh, it won't be perfect"
Prfct,"But I know, oh, oh, oh, oh, it could be worth it"
Prfct,"And for all of the nights I left tears running down my face, messing up my mascara"
Prfct,"It's not perfect, eh, eh, eh, but maybe that's what we need"
Prfct,That's what we need 
Prfct,That's what we need 
Prfct,"Baby, do you think that you could give it to me?"
Prfct,That's what we need
Prfct,That's what we need
Prfct,"Baby, do you think that you could give it to me?"
Prfct,"Eh, eh, eh, eh, eh, it won't be perfect"
Prfct,"But I know, oh, oh, oh, oh, it could be worth it"
Prfct,"And for all of the nights I left tears running down my face, messing up my mascara"
Prfct,"It's not perfect, eh, eh, eh, but maybe that's what we need"
Prfct,"That's what we need, that's what we need"
Prfct,"Baby, do you think that you could give it to me?"
Prfct,"That's what we need, that's what we need"
Prfct,"It's not perfect, eh, eh, eh, but maybe that's what we need"
Bad Time,"Bad time for a good time, baby, a bad time"
Bad Time,"You never finish your glass, take a little sip and you're bored"
Bad Time,"Down in the apartment below, wouldn't even open your door"
Bad Time,"You said, ""It's a bad time for a good time, baby, a bad time"" "
Bad Time,"Too many times, I've asked myself, ""What did I come here for?"""
Bad Time,"Now I know you wanna talk about it, talk about it, yeah"
Bad Time,"Suddenly, you're into me again"
Bad Time,"Let's talk about it, talk about it, yeah"
Bad Time,I've been dyin' to use the line
Bad Time,"I'm sorry, but you've called at a bad time"
Bad Time,And every time is probably gonna be a bad time
Bad Time,"Sorry, but it's not like the last time"
Bad Time,When you were callin' me and hopin' for a good time
Bad Time,"Bad time for a good time, baby, a bad time"
Bad Time,You should know about it by now
Bad Time,"Bad time for a good time, baby, a bad time"
Bad Time,You should know about it by now
Bad Time,"You should know about it, na, na, yeah"
Bad Time,"Everything's so clear to me now, wish I coulda seen it before"
Bad Time,You were sittin' comfortable and I was busy kissin' your floor
Bad Time,"Now I know you wanna talk about it, talk about it, yeah"
Bad Time,"Suddenly, you're into me again"
Bad Time,"Let's talk about it, talk about it, yeah"
Bad Time,I've been dyin' to use the line
Bad Time,"I'm sorry, but you've called at a bad time"
Bad Time,And every time is probably gonna be a bad time
Bad Time,"Sorry, but it's not like the last time"
Bad Time,When you were callin' me and hopin' for a good time
Bad Time,"Bad time for a good time, baby, a bad time"
Bad Time,You should know about it by now
Bad Time,"Bad time for a good time, baby, a bad time "
Bad Time,You should know about it by now
Bad Time,"La-la-la, la-la-la-la-la, la-la-la-la-la, yeah, sorry"
Bad Time,"La-la-la, la-la-la-la-la, la-la-la-la-la, yeah, sorry"
Bad Time,"Mm, no"
Bad Time,It's a really bad time
Bad Time,"Hey, hey, mm, now"
Bad Time,"You know that it's a bad time for a good time, baby, a bad time"
Bad Time,I'm just gonna say it one more time for fun
Bad Time,"I'm sorry, but you've called at a bad time"
Bad Time,And every time is probably gonna be a bad time 
Bad Time,"Sorry, but it's not like the last time"
Bad Time,When you were callin' me and hopin' for a good time
Bad Time,"Bad time for a good time, baby, a bad time"
Bad Time,You should know about it by now 
Bad Time,"Bad time for a good time, baby, a bad time"
Bad Time,You should know about it by now
Bad Time,"La-la-la, la-la-la-la-la, la-la-la-la-la, yeah, sorry "
Bad Time,"La-la-la, la-la-la-la-la, la-la-la-la-la, yeah"
Bad Time,You should know about it by now
And Sofia Carson Wildside,"[Verse 1: Sabrina Carpenter, "
And Sofia Carson Wildside,Sofia Carson & Sabrina Carpenter
And Sofia Carson Wildside,]
And Sofia Carson Wildside,My heart is racing
And Sofia Carson Wildside,Can't stop this feeling
And Sofia Carson Wildside,My ground is shaking
And Sofia Carson Wildside,"I wanna let go, go crazy"
And Sofia Carson Wildside,Dance on the ceiling
And Sofia Carson Wildside,"My world is waiting, I"
And Sofia Carson Wildside,"Don't wanna stop, give up"
And Sofia Carson Wildside,I want it all 'cause I just ain't had enough
And Sofia Carson Wildside,"Keep up, we're gonna show the world"
And Sofia Carson Wildside,That there's just no stoppin' us
And Sofia Carson Wildside,"No one, can't hold us back, we're gonna break the rules"
And Sofia Carson Wildside,"Can't hold us back, we're gonna light the fuse in us"
And Sofia Carson Wildside,"I'm living on the wildside, wildside"
